text,sentimen
@gakgitujugagif Banting stir ya gif? Dari konseran sekarang balap liar,Netral
Info balap liar https://t.co/p54qp6GBxD,Netral
@gakgitujugagif Biar bisa balap liar sama emi,Netral
@mongT_T Balap liar karunggg,Netral
"Menindaklanjuti aduan masyarakat serta antisipasi adanya balap liar dan knalpot brong, Polres Blitar Kota melaksanakan patroli dan penindakan. https://t.co/MbKTRYb0Xj",Netral
"Apel 3 Pilar di Banyumanik, Antisipasi Balap Liar dan Kriminalitas Malam Hari. Sabtu malam (23/8/2025).
https://t.co/nK3AjyZ5I2
#polriuntukmasyarakat 
#sinegritastnipolri
#callcenter110 
#poldajatenghadir 
#polrestabessemarang 
#polsekbanyumanik https://t.co/Qz2zBvEJCn",Netral
"Berita Kasuari - Blue Light Patrol Polda Papua Barat, Langkah Antisipasi Balap Liar 

https://t.co/McQbUkBNJC

#beritapapua #beritaterbaru #beritaupdate #beritahariini #beritaterkini #papua #papuabarat #beritapapuabarat #manokwari #manokwaripapuabarat https://t.co/KihW5sItli",Netral
"@violentflood aku kita buat geng balap liar, kamu ketuanya",Netral
"Patroli dialogis menyampaikan pesan kepada remaja untuk tidak melakukan aksi balap liar karena membahayakan bagi diri sendiri dan pengguna jalan yang lain 

#polisihadiruntukmasyarakat
#poldajatenghadir
#polisipengayompelayanpelindungmasyarakat
#kamibersamapolri https://t.co/7aTkGdqUJ0",Netral
"15 Motor Diamankan, Polresta Bukittinggi Gencarkan Razia Balap Liar
https://t.co/iw8svFiLFm",Netral
info balap liar,Netral
"Blue Light Patrol
Dit Lantas Polda Papua Barat
Mencegah Kegiatan Balap Liar Yang Sering Terjadi Di Wosi Amd Kota Manokwari
@divisihumaspolri 
#polriuntukmasyarakat #̤p̤o̤l̤r̤i̤p̤r̤e̤s̤i̤s̤i̤ #polripeduli https://t.co/YalQFpyWOS",Netral
"Kegiatan Kepolisian Cipta Kondisi Antisipasi Aksi Tawuran dan Balap Liar serta Kegiatan Rutin Yang Ditingkatkan (KRYD) Personil Polsek Lubuk Begalung, Jam : 04.00 WIB,
Minggu (24/08/2025).

*Antisipasi kasus 3C, kejahatan konvensional lainnya, Giat (KRYD) Zero Tawuran https://t.co/3Q1dQfO3hp",Netral
"Kegiatan Kepolisian Cipta Kondisi Antisipasi Aksi Tawuran dan Balap Liar serta Kegiatan Rutin Yang Ditingkatkan (KRYD) Personil Polsek Lubuk Begalung, Jam : 03.00 WIB,
Minggu (24/08/2025).

*Antisipasi kasus 3C, kejahatan konvensional lainnya, Giat (KRYD) Zero Tawuran dan https://t.co/tqlfY6a3YH",Netral
"Satlantas Polres Natuna Gelar Patroli Malam, Hentikan Balap Liar dan Knalpot Bising https://t.co/9dOpW8b8AF #beritaterkini
#beritaviral
#kabarterbaru
#klikwarta
#news
#beritanasional",Netral
Info balap liar mi https://t.co/AIo2a5ZpkB,Netral
Abis balap liar sama angkot /k,Netral
"KEGIATAN RUTIN YANG DITINGKATKAN (KRYD) 

Kapolsek Besuki AKP Febry Hermawan, https://t.co/3zvKUdceQO.K., S.I.K., M.H., M.I.K., pimpin anggota Polsek Besuki melaksanakan patroli KRYD dalam rangka antisipasi balap liar di wilayah Besuki https://t.co/maXvvUtMSB",Netral
@cursedkidd pak kayak gini masuknya pungli bukan sih?,Netral
"Irvian Bobby Mahendro memiliki jabatan yang strategis di Kementerian Ketenagakerjaan. Dia menjabat sebagai Koordinator Bidang Kelembagaan dan Personil K3 Kemenaker tahun 2022-2025.

Klik untuk baca: https://t.co/D4AAOLjwWA 

| #IrvianBobby #KasusSuap #Kemenaker https://t.co/G1Rbz2g7Tn",Netral
@ShakunthalaHS @vasanthgiliyar @mvmeet @MohanGowda_HJS Yeng pungli 😂,Netral
@BooboIsa WAHTT PUNGLI?,Netral
OTT KPK terhadap Wamenaker Noel bongkar pungli Rp275 ribu dipelintir jadi Rp6 juta/orang. Total dugaan: Rp81 Miliar. https://t.co/yO7ftHt9A1,Netral
"🌿 Viral! Dugaan pungli di Kebun Raya Bogor jadi sorotan publik.

Gubernur Jabar Dedi Mulyadi langsung merespons, minta klarifikasi dari pengelola agar masalahnya jelas dan tidak menimbulkan fitnah.

""Lebih baik dilarang saja kalau tanpa izin, daripada muncul kebijakan yang dianggap pungli,"" tegas KDM.

📌 Selasa depan, Pemprov Jabar akan kumpulkan pengelola KRB dan Disparbud untuk duduk bersama mencari solusi.

-muti
#Viral #kebunrayabogor #dedimulyadi #gubernur #jawabarat #PungliAtauAturan #JawaBaratJuara #KDM #Bogor #kabardaerah",Netral
"@maisscons taman bmw aku gatau, cm pernah nanya supir temenku kalo sampe pungli ya bawa aja cash 200k.. gituuu",Netral
"@maisscons iyak bener, kalo misalnya di taman bmw dah full biasa di arahin ke tempat lain, yg penting bawa cash aja kaa.. pungli ktny.. ini dr temenku yg pernah bawa mbil kesanaa hehe",Netral
"Dedi Mulyadi Tanggapi Isu Pungli di Kebun Raya Bogor, Manajemen Siap-siap Dipanggil! https://t.co/0NFNv7N0S8",Netral
Ini masa” dimana (albeit much lower than today’s standard) pemerintah mulai terasa hadir lewat puskesmas dan sd inpres (di luar jawa s&amp;k berlaku). Birokrasi juga mulai lepas landas meskipun pungli di lingkungan birokrat masih sangat terasa,Netral
"06.53:
1. Jalan Siwalankerto arah Kutisari macet, imbas pekerjaan galian;
2. Raya Taman arah Medaeng macet;
3. Simpang tiga Lakarsantri arah Wiyung padat, imbas volume;
4. Bundaran Dolog Jalan Ahmad Yani arah masuk kota macet (ss-rn)",Netral
"day 1 kulyah

- patemon macet
- parkir MUA
- manjat pager fbs
- lari dri masjid sampe kearsipan
- tumblr jatoh air abis
- nyasar gedung fmipa warnanya sama",Netral
egila hampir sejam kalo macet,Netral
@thbldz IYA JIR MACET,Netral
Pemerintah DKI telah menyiapkan solusi baru jangka pendek hingga panjang atasi macet di TB Simatupang https://t.co/hdLEeKuAW7,Netral
@ nafa urbach kasih gw tunjangan rumah jg dong macet nih cirendeu ponpin,Netral
@ARSIPAJA masih macet tpi jalannya lebih gede,Netral
"Yang bikin macet kemarin, https://t.co/GqJiiokEJx",Netral
"pagi guyss, aduh hari ini mau ke pancoran macet ga ya krn demo??",Netral
"thank you jakarta tidak macet pagi ini jadi ga ketinggalan kereta menuju bandung 
cari duit lagi 🫠 https://t.co/YGOtamaLBK",Netral
"last night i was thinking of taking lrt this morning bcs i didn’t want to get stuck in macet demo senayan, eh tadi pagi: https://t.co/LYTdcTdlGn",Netral
"@nailalostyou info balapan liar, ketua mau herex",Netral
@a_bear_roar_ @youngzmrtns @naufdwin @rafliiimustofa Ini pure memang tabrak lari atau ada indikasi lain?,Netral
"@__bartzabel__ omg i rlly hate those kind of people 😭 (i’ve been in that position too, aka tabrak lari 🥲) i hope ur okay ☹️",Netral
"@D06LUMINE @D06GAKU Yang kedua kita juga punya skill lain alias skill yang mamang paket dan serba bisa mengalahkan yang lain meski drivernya ugal-ugalan yah. 

Skill ini kita sebut dengan Endurance Courrier. 

Maaf Liu Xiao emang pantes kena tabrak lari btw. https://t.co/bpEo0i1nf9",Netral
"@unesa_fess hati hati aja pokoknya nder:) jangan ngelamun, jgn sampe kena tabrak lari sm mobil kaya aku... intinya klo misalnya (amit"") kena tabrak, langsung minta ktp nya atau foto plat mobilnya. stay safe nder:)))",Netral
"Heboh! Penemuan Mayat Wanita Muda Dicor Hingga Mobil Pelaku Tabrak Lari Dirusak Warga

https://t.co/AJazj2dNzC",Netral
"Viral di media sosial pemobil wanita pelaku tabrak lari di Kota Makassar, Sulawesi Selatan, diamuk warga. Hasil tes urin, pengemudi mobil itu ternyata positif narkoba jenis sabu.

Selalu update di https://t.co/12KzHzdIDJ, Youtube BeritaSatu, dan BeritaSatu TV!

#Makassar #TabrakLari #SaatnyaIndonesiaBerbenah #BeritaSatu",Netral
"alasan pacaran, gara gara nyari pelaku tabrak lari https://t.co/5wYhgTkHa2",Netral
"Wanita Pengemudi Agya Kuning Diamuk Massa Usai Tabrak Lari, Ternyata Positif Sabu https://t.co/iIcML7Zg0g",Netral
"Wanita Pengemudi Agya Kuning Diamuk Massa Usai Tabrak Lari, Ternyata Positif Sabu
https://t.co/wwPe8dXMTR",Netral
"https://t.co/UGosIqoCJR

Pelaku tabrak lari masih buron, mengendarai mobil sport Nissan GTR Hitam.",Netral
"Kadis Tabrak Lari Warga yang Lagi Jogging hingga Tewas, Status Masih Saksi https://t.co/ZcLqYOJAxx",Netral
mavuika tabrak lari,Netral
"Penanganan awal kecelakaan roda 2 tabrak lari, korban pria AR (31) mengalami luka lecet di tangan dan kaki. Korban mendapat penanganan di lokasi dan dijemput oleh pihak keluarga. https://t.co/0gFzu8m0WZ",Netral
"Wanita Pelaku Tabrak Lari di Makassar Sulawesi Selatan Ternyata Positif Narkoba, Mobil Hancur Diamuk Massa

https://t.co/3R2vozLB2Y",Netral
"Penanganan awal kecelakaan roda 2 tabrak lari, korban pengemudi wanita SM (53) mengalami luka memar di kepala. Sementara penumpang wanita DI (26) mengalami luka sobek di kepala. Kedua korban dirujuk ke rumah sakit terdekat. https://t.co/eVwiO8QLPt",Netral
"Telah terjadi laka truk vs pick up di tanjakan Rumah Betang Dori Empulor Sanggau Kalbar pagi ini, Minggu 24 Agustus 2025.

Tidak ada korban jiwa, pengemudi pick up luka berat

#kecelakaan #viral #trending #berita https://t.co/SBQSEYUHUG",Netral
"#restorativejustice #kecelakaan
#kecelakaanmaut #lakamaut #lakalantas #toljlbcengkareng #albertmanorekang #pnjakbar
#hukum

Restorative Justice Disorot di Balik Vonis 1 Bulan Kasus Laka BMW https://t.co/20hzAmUh2c",Netral
"10.28: Info awal #kecelakaan di Simpang Siola. Aryawan pendengar SS melaporkan, laka melibatkan moto dan mobil. Korban pengendara ojek online kondisi sadar. Info sudah diteruskan ke petugas. (ss-tm)",Netral
"Kapolres Bangka Barat Tinjau Lokasi Laka Tambang Tempilang, Korban Ketiga Berhasil Ditemukan

Kepala Kepolisian Resor Bangka Barat, AKBP Pradana Aditya Nugraha, S.H., S.I.K., turun langsung ke lokasi kejadian kecelakaan tambang rakyat di TK 2367, Lembah Jambu, Desa Sinar Surya, https://t.co/YZQ26IXOut",Netral
Anggota Polsek Karangan Melaksanan pengamanan jalur rawan laka lantas untuk mencegah terjadinya kecelakaan lalulintas https://t.co/7cstpqj9HI,Netral
"@FicoRonaldo Bukan, ini krdi angkatan 2013, abis laka dibetulin di BY YK

https://t.co/SdzLQMC4W5",Netral
"VIRAL DI MEDSOS, KORBAN BEGAL TERNYATA KORBAN LAKA

Pontianak – Seorang pria yang sempat viral di media sosial dikira korban begal, ternyata hanyalah korban kecelakaan lalu lintas (lakalantas) di simpang Jalan S. Parman, subuh tadi.

Korban mengalami luka di bagian lengan. Usai kejadian, ia berlari ke arah Disky untuk meminta pertolongan, sebelum akhirnya ditolong sejumlah warga.

Peristiwa ini sempat menimbulkan spekulasi liar di media sosial sebelum fakta sebenarnya terungkap.

#detikpontianak #MetaKhatulistiwa #Pontianak #KalimantanBarat #Lakalantas #ViralPontianak #FaktaSebenarnya #PontianakUpdate #BeritaKalbar #BreakingNews

@liputanpontianak
@infokalbar
@infopontianak
@pontianakinfo
@kalbar_presisi",Netral
"Bhabinkamtibmas dan Patko Polsek Menteng Sigap Bantu Korban Laka Lantas di Jalan Diponegoro

Jakarta Pusat – Kecelakaan lalu lintas terjadi di Jalan Diponegoro, Kelurahan Menteng, Jakarta Pusat, Rabu (20/8/2025) pagi sekitar pukul 09.45 WIB. Insiden melibatkan sebuah sepeda motor https://t.co/KHn2bDdxIp",Netral
"Sehingga sopir Kijang Innova bernama Ibnu Khattab meninggal dunia. Selain itu, seorang penumpang Nurjannah ibu rumah tangga dilaporkan meninggal. 

#Kecelakaan #TolSibanceh #3Meninggal #Pidie |
 
 https://t.co/iuXf2imsfu",Netral
13.26: Info awal #kecelakaan di Tol Satelit arah Perak. Laka melibatkan bus dan truk. Sudah ada petugas di lokasi. (ss-tm) https://t.co/rGoLMERwbQ,Netral
12.25: Info awal #kecelakaan di Bundaran Kodikal. Belum diketahui laka melibatkan truk kontainer dengan kendaraan apa. Info sudah diteruskan ke petugas. (ss-tm) https://t.co/GB11SRqmkn,Netral
Anggota Polsek Gondanglegi mendampingi Unit Laka Bululawang evakuasi korban kecelakaan di Dusun Wates Desa Gondanglegi Wetan Kecamatan Gondanglegi Kabupaten Malang https://t.co/BJlXYxjdRp,Netral
"Personil Polsek Batu Engau mendatangi TKP laka lantas pada hari Rabu tanggal 20/8/2025 jam 16.30 Wita, di Jl. Negara Km.34 di Petangis Kec. Batu Engau, kecelakaan mobil Mitsubishi Fuso Tangki Biru Putih dengan Nopol KT 8923 BY dgn motor Honda Scoopy abu-abu bernopol KT 6124  EAF https://t.co/YtChL6Y8ke",Netral
"14.40: Info awal #kecelakaan di Jalan Lentend Sutoyo Medaeng arah Taman. Edi pengengar SS melaporkan, laka melibatkan motor, truk, dan mobil. Lhisa pendengar SS juga melaporkan, motor berada di kolong truk. Data lengkap belum diketahui. (ss-tm)",Netral
21.51: Via @TMCPoldaMetro : Anggota unit Laka Sat Lantas Jakarta Selatan melakukan evakuasi mobil minibus yang menabrak beton pembatas jalan di sebelum underpass Pasar Minggu arah Kalibata. Proses evakuasi sudah selesai dilakukan dan tidak ada korban luka2 dalam kecelakaan tersebut.,Netral
"21.21 Anggota unit Laka Sat Lantas Jakarta Selatan melakukan evakuasi mobil minibus yang menabrak beton pembatas jalan di sebelum underpass Pasar Minggu arah Kalibata.
Proses evakuasi sudah selesai dilakukan dan tidak ada korban luka2 dalam kecelakaan tersebut. https://t.co/HfSZgUbcJa",Netral
"🚨 Laka Lantas Ringan 🚨

Polsek Ciputat Timur menangani kecelakaan lalu lintas ringan di Jl. Otista Raya, depan Planet Ban Sasak Tinggi pada Senin, 18 Agustus 2025 pukul 02.00 WIB.

                    https://t.co/8ZgOjLjMmk",Netral
🔷▫Personel Satlantas Polres Barsel melaksanakan pemasangan spanduk Imbauan di daerah rawan kecelakaan dengan tujuan untuk mengurangi angka laka lantas serta terciptanya Kamseltibcarlantas.▫🔷 https://t.co/3wM3JYzb1K,Netral
"Manajemen jalan tol Jombang-Mojokerto, Jawa Timur, menangani kecelakaan lalu lintas antara mobil bertuliskan SMAN 5 Taruna Brawijaya dengan truk box di jalan tol KM 688+000 B, Jombang.
https://t.co/ErnXmlOfBo",Netral
"Dua orang mahasiswa mengalami laka tunggal menabrak pembatas jalan, salah satu korban mengalami cedera serius ""Tangan Putus"" dan satu orang lainnya tidak sadarkan diri,  belum di ketahui lokasi dan kapan kejadian tersebut. 

 #kecelakaan #lakatunggal #kecelakaanviral #tabrakan https://t.co/7MIN3YAYVR",Netral
10.04: Info awal #kecelakaan di Raya Krian-Taman Sidoarjo. Shua via e100ss melaporkan laka melibatkan truk dan mobil pikap. Data lengkap belum diketahui. (ss-tm) https://t.co/PFl4PY3Gxs,Netral
"15.56: Info awal #kecelakaan:
1. Laka totolan di Panjang Jiwo arah Jagir Wonokromo. Dilaporkan ada mobil kondisi ringsek;
2. Laka motor dengan bentor di depan SDN Bubutan 4 Jalan Semarang. Ada korban luka di kaki. (ss-tm)",Netral
🔷▫Personel Satlantas Polres Barsel melaksanakan pemasangan spanduk Imbauan di daerah rawan kecelakaan dengan tujuan untuk mengurangi angka laka lantas serta terciptanya Kamseltibcarlantas.▫🔷 https://t.co/Cl49Mro8WV,Netral
Respontif Personil patroli dan unit laka lantas Polres Pamekasan mendatangi TKP Laka Lantas Di Desa Buddagan guna memberikan pertolongan pertama pada kecelakaan di wilayah kecamatan Pademawu https://t.co/0LHpbI4o9r,Netral
Bripka Budiarta Sianipar bersama Unit Laka Lantas Jakarta Utara melakukan evakuasi terhadap sebuah mobil Toyota Innova yang mengalami kecelakaan di arah flyover Jembatan 2 menuju lampu merah Emporium. https://t.co/xNleBgaf5L,Netral
"Kecelakaan Lalu Lintas Meningkat di Jalan Baypass Batulicin - Banjarbaru, Ini Lokasi Rawan Laka https://t.co/FTmavlnsSo lewat @banjarmasinpost",Netral
"Halo sobat tertib berlalu lintas ! Penasaran seperti apa proses hukum penanganan Laka Lantas ?
Saat ini telah dilaksanakan salah satu proses dari penegakan hukum terkait kecelakaan kendaraan bermotor di Jl. Maramis Rt. 002 tepatnya di depan Toko H. Rosi Desa Mansalong Kec. Lumbis https://t.co/NgHdJXkjjd",Netral
"Detik-detik Laka Adu Banteng!

Kecelakaan tabrakan adu banteng antar sepeda motor dgn truk box, di Nias Selatan. Kedua pengendara sepeda motor MD. 

Masih pelajar SMP, tdk punya sim, tdk pakai helm dan motor tdk ada surat2/ alias bodong.

Lokasi: Nias Selatan. https://t.co/QrRDfv9rl0",Netral
"Dalam mencegah terjadinya kecelakaan laut (laka laut) di perairan Tana Gorogot, Kapal Patroli XII-2013 Ditpolairud Polda Kaltim memberikan himbauan keselamatan kepada crew kapal pada Minggu, 10 Agustus 2025. https://t.co/efAoyCFf1u",Netral
"@indaho_indah @tanyarlfes Sebaiknya kalo kecelakaan tuh ke jasa raharja sih kak, karena sodaraku baru banget weekend kemaren laka lantas itu gabisa klaim bpjs, jadi ngurusnya ke jasa raharja",Netral
"08.19: Info awal #kecelakaan di dua titik Jalan Kartini arah Jalan Banyuurip. Lalu lintasnya merambat
1. laka tunggal melibatkan motor. Roni pendengar SS mengabarkan, posisi tepatnya di tikungan TL dekat rumah makan;
2. laka melibatkan tiga motor dan satu mobil. Roni pendengar SS bilang, salah satu motor menabrak mobil yang sedang terparkir di bahu jalan. Lalu dua motor lain yang berjalan dibelakangnya ikut menabrak. Kejadian ini sudah dibantu warga sekitar.

Waspadai jika Anda melintas di jalur tersebut, Kawan. (ss-rn)",Netral
"Momen tanpa Malam di Norwegia, ketika Matahari Enggan untuk Tenggelam https://t.co/NzMqUkxW4k",Netral
"(25/08) 06.10 WIB
Informasi awal Command Center 112 terima laporan adanya orang tenggelam di sungai dekat Taman Ronggolawe. Petugas melakukan penyisiran awal. https://t.co/RntCL5k1F3",Netral
"@pejuangtanahku Firaun bertaubat masa tenggelam.
Dan taubatnya ditolak.",Netral
"kemewahan dan kehidupan yang semestinya menggembirakan.

“Isteriku… apa yang sedang kau lakukan sekarang?” ucapnya lirih, suaranya hampir tenggelam oleh detak jantung sendiri. Matanya tetap menempel pada langit yang berangsur-angsur menyingkap sinar pagi. Ada rindu yang tak *",Netral
"@wattpadmenfess_ Publish-nya satu per satu nder, kasih jadwal rutin biar ceritamu muncul terus di algoritma. Kalo kamu langsung publish semuanya sekaligus, ada risiko tenggelam.",Netral
"seandainya kamu adalah bintang, maka aku adalah malam yang rela tenggelam dalam gelap hanya agar cahayamu bisa bersinar. Meski akhirnya aku memudar, setidaknya aku pernah menjadi tempatmu berpendar.",Netral
"Dlm tidur mlm,
insan dunia larut dlm keheningan,
sepi membisu,
tenggelam diperaduan,
berlayar kepulau kapuk,
mengumpulkantenaga dari letih yg panjang.
Hari-hari yg berlari
menorehkan tinta emas,
di tengah badai menerpa,
keringat menjadi ukiran perjuangan
yg tak prnah berakhir.",Netral
mengalir aja trus yee makin tenggelam baru tau rasa ntar,Netral
"“Negara kita saat ini masih tenggelam dalam korupsi yang besar. Suatu hari nanti, saya ingin membangun sistem yang menggabungkan AI + blockchain + open data, agar setiap transaksi menjadi transparan, tidak bisa dimanipulasi, dan bisa diperiksa oleh siapa pun secara terbuka.” https://t.co/vEsg6Uin5m",Netral
@parkjongseongz @heeseuign @Hoofnie Gendam tuh apa yh?,Netral
fix kena gendam kali dia 😭😂,Netral
@unforeseek @dnff_wooshik @dnff_starkey udah dibilang lo berdua kayak kena gendam tapi ya karena waktu itu lo ga terima saat kami semua kaget yaudah tapi lucu bgt boleh ga gue ketawa dulu,Netral
"Mereka bisa haha hihi
Aku yg nonton kek abis kena gendam 😭😭😭😭",Netral
@Sarga_co Min mana video liverpool t.a yg kena gendam menjelang finis  itu 😬,Netral
@ChunAquari56925 @VivoPasari84390 emang dia kena gendam si kenny yah,Netral
"@txtdrkuliner Berasa kena gendam
Awalnya iseng makan 1 sambil nunggu pesenan, trus lama2 ketagihan sampe habis beberapa.
Pas bayar agak shik shak shock",Netral
@barcastuff_idn Pasti kalian di jeda half time tadi pada kena gendam pakde flick semua yaa? Jujur aja☺ langsung pada berapi² gini😁,Netral
gendam 🗿 https://t.co/4KURooqumT https://t.co/dZjSw49Q3W,Netral
@JUUUhunt Gendam gendut tuh apa?,Netral
@shakarhd @SJIAfolk Adel kek kena gendam tapi,Netral
"kek kena gendam, ama sering ngelamun",Netral
"@idextratime dicari orang hilang , ciri2 : jerapah slovenia..",Netral
238. dicari orang hilang https://t.co/Uw9JwzbFYk,Netral
"guys, boleh minta tolong ada yang tau cara lacak orang hilang? adanya nomor wa",Netral
Di cari orang hilang @dongsichend,Netral
@KucengTerbanggg dicari orang hilang meninggalkan jacket dan tracking polenya https://t.co/8IM0zMdFpt,Netral
Guys gimana biar berita orang hilang up? soalnya ada yang ilang di sekolah aku SMP.... minta buat sebar info.... btw aku udah lulus cuma emang pihak minta tolong juga buat nyebar... minta hype kayak gimana ya....,Netral
@AetherScryer Mau surat atau poster orang hilang,Netral
"Guys tolong bantu RT ya, DICARI ORANG HILANG!
Uwak/paman saya, hilang dari hari Selasa, 19 Agustus 2025. Lokasi terakhir di Citayam, uwak saya ini ODGJ, sempat beberapa kali hilang, terakhir hilang bahkan ditemukan di Lembang. Tolong bantu RT ya guys🙏 https://t.co/qyiVPQyklU",Netral
@LumineScryer Kirim ke aku nanti aku pajang poster orang hilang 10 lagi✋🏻 NANTI AKU KIRIMI LUMI YA,Netral
"kemarin juga ada temenku yg up sw orang hilang (cewe), ngeri kali yak ini juga ada lagi 
semoga cepet kembali dalam keadaan selamat ya🫂💗",Netral
"Unit reskrim polsek pamanukan lidik pencarian orang hilang

#Polriuntukmasyarakat
#Polressubang
#Poldajabar https://t.co/kLJVCSEdCS",Netral
"INFO ORANG HILANG!
MOHON BANTUANNYA
Telah hilang dan belum kembali ke rumah sejak dini hari tadi (Sabtu, 23 Agustus 2025), ayah/kakek kami:
Nama: Bapak Bariman
Usia: 75 tahun
Alamat: Senggotan RT 11, Tirtonirmolo, Kasihan, Bantul.
Ciri-ciri:
perawakan kurus
Kondisi Khusus:
sudah pikun/demensia

Apabila Bapak/Ibu/Saudara/i melihat atau menemukan beliau, dimohon dengan sangat untuk dapat mengamankan sementara dan segera menghubungi pihak keluarga:
Nama Kontak: Santoso
Nomor HP/WA: 089 662754778
Atas perhatian dan bantuan Bapak/Ibu sekalian, kami ucapkan terima kasih sebesar-besarnya. Mohon bantu sebarkan.",Netral
"@Mxgnificence bingung tiba-tiba ditanyai begini, ""saya sendiri tidak lulus SMA..."" karena sempat jadi orang hilang.

""tapi kalau butuh bantuan mencari informasi, jurnal, atau buku yang berkaitan dengan topik skripsi kanaya-san, boleh... memangnya skripsi kanaya-san tentang apa?""",Netral
"Ada orang hilang di Gunung Papua, terus ada pocong panggang jugaa https://t.co/oHuxfU9L3Q",Netral
@tanyarlfes Guys ada yg bisa di titipin menfess ga aku mau cari orang hilang kurleb udh seminggu belum pulang. Informasi beliau kerja di proyek daerah bekasi 🙏🏻,Netral
Info Orang Hilang https://t.co/koWOCOio4p,Netral
do you check any potential mayat before getting deeper to the story or are you normal https://t.co/k2FhbGI8z3,Netral
Kronologi Penemuan Mayat Perempuan Dicor di Lombok Barat https://t.co/PR61Y7PhHu,Netral
Lumayan lah donghua yg ku tonton tp emng musuh mereka gak jauh2 dri zombie 🙃 ya mayat hidup/vampir cina emng udh dri jmn dlu ya 🤔,Netral
"Pembunuhan di Lombok Barat, Mayat Wanita Dicor di Dalam Rumah, sang Kekasih Ditangkap

LombokPost - Warga Desa Perampuan, Kecamatan Labuapi, Lombok Barat digegerkan dengan penemuan mayat perempuan berinisial NU, 27 tahun, yang dicor di dalam rumah Perumahan Perembun Asri https://t.co/YuitUC2kxL",Netral
Lg ngetren yah foto sm mayat,Netral
"klo mger macet bintaro-senayan, pindah bjm aja",Netral
"https://t.co/dKTmRuOd6Z
Anggota @DivHumas_Polri ditemukan sdh tdk bernyawa di Lombok Barat.

#IteBesemeton 
@polda_ntb1 @infolombok",Netral
@anassaputra__ @txtdaribogor Ngomongkeun transum di bogor mh teu kurang loba kmha eta angkot di bogor najan butu ge? Bis kita ge aya nu ka ciawi mh. Eta macet krn aya proyek atau kumaha?,Netral
"Benernya nonton di tanggal 15 agustus kemarin, hari pertama. Cuman baru post fotonya sekarang lmao (baru ada energi). Cosplay jadi kanae kocho kakaknya shinobu huhu adik beradik mayat kecintaanku 🌸🦋💜🩷 https://t.co/yAwH90kHRE",Netral
"ternyata memang ada certain things that make me feel alive, kalau ngga ada udh kyk mayat idup gueee",Netral
@unmagnetism Mayat Fresh,Netral
@swaramentari Mayat ya ujungnya? :D,Netral
"Bunuh Diri dengan Gantung Diri di Mobil?

Apakah memungkinkan? https://t.co/NCGIXzRL1w",Netral
"Rekap Trivia FULMUN
Amorim mencetak rekor imbang pertama. Blank untuk Mbeumo karena gol diputuskan bunuh diri, sehingga assist jadi milik Yolo. Bagaimana kalau penendang penalti dipindah tugas dari Bruno? #FPLCommunity",Netral
Sampe sekarang masih penasaran apa yang ngebuat dean pengen bunuh diri — sebenernya aku sedikit mention tentang back storynya dean tp nanti kapan-kapan aku bikinin few tweetsnya (kapan-kapan yang k… https://t.co/p4M9hmBcwz,Netral
@3xcelsis D. Prabowo bunuh diri,Netral
"@dixcrect lifestyle beliau berubah drastis, from rumah kayu cat ijo ke apart dengan beach view dan story miras tiap malam https://t.co/8a1rsIqNQX",Netral
kl tunjangan miras &amp; narkoba dpt gak?,Netral
@discountfess Tp itu yg beras oplosan ga si nder,Netral
Duel Maut di Banjarmasin usai Pesta Miras Oplosan https://t.co/xs58osbEBA,Netral
@tekunbahagia Apakah beras merek ini kemarin terciduk oplosan?,Netral
@ih0306zzy Sejak kena insiden oplosan pada habis wkwkwk,Netral
Karena pengungkapan beras oplosan.,Netral
"@BANGSAygSUJUD @NoviBudi78 @kementan @PerumBULOG Saya kira bener apa yang disampaikan Mba Novi Pak. Produsen melakukan packing sesuai ketentuan pak menteri, gak ada lagi oplosan dengan harga 74.500. Dibikinin bener² premium tanpa campuran beras pecah dengan konsekuensi harga naik hampir 2x lipat. Barusan ada di superindo",Netral
@kriancityboys Cak reply ne sampeyan luwe ngeri daripada kerusuhan wkwkwkwkw ngeri banget ..,Netral
"Call me cupu, cemen, lemah gpp. Kalau demo udh ada tanda2 dr awal untuk ngelakuin kerusuhan, mending ga usah ikut. Apalagi bawa molotov dkk, itu udh auto kena tangkap pasti

Tujuan demo kan buat menekan, jd check n balance yg hilang dr trias politica pemerintah skrg.

Jd hati2 ya",Netral
@fitrianiko9514 @2BasileaTheoph Event terdekat dari Jogja terkait Tan Malaka adalah kerusuhan gerakan anti swapraja di Solo.,Netral
"@LittleScrett_ Ngarang sejarah ternyata asik ya, sekarang ada yg coba ngarang sepotong sejarah kerusuhan Mei 1998. Pada dasarnya pemenang menulis sejarah yg mereka kehendaki.",Netral
@wonygeul Kerusuhan Suporter Sepak Bola,Netral
@idextratime Ada kerusuhan suporter bola di Jogja tuh ti,Netral
Jam segini nonton kerusuhan di tt 😌,Netral
coba ikut mobil panca pas kerusuhan pertama..,Netral
Kerusuhan dapur malam ini 🫶🫶🫶 https://t.co/DPq30WArTI,Netral
"Joker (2019) menampilkan shadow kolektif. Arthur Fleck mewakili sisi gelap masyarakat—kesepian, penolakan, kemarahan yang direpresi. Ketika shadow tak diakui, ledakannya tak hanya personal tapi juga sosial: kerusuhan Gotham. https://t.co/oY9DtFrlED",Netral
